0.000000000000000000e+00,-9.478435877576653068e-01,1.265738117003501584e+00
1.000000000000000000e+00,1.330534811941940099e+01,-1.798944093050466364e+01
2.000000000000000000e+00,2.684950066533241042e+01,-3.349663511882193490e+01
3.000000000000000000e+00,3.735419935057025498e+01,-4.690066975209315814e+01
4.000000000000000000e+00,4.623469623898414227e+01,-5.994220296433658035e+01
5.000000000000000000e+00,-8.399834275050638510e+00,-4.187402927228445648e+00
6.000000000000000000e+00,3.965890573717653744e+00,-2.123375542423394080e+01
7.000000000000000000e+00,1.745334931410431167e+01,-3.580144118679816501e+01
8.000000000000000000e+00,2.953012225476328112e+01,-4.824471931308858075e+01
9.000000000000000000e+00,3.901188618756598459e+01,-6.265230478863826136e+01
1.000000000000000000e+01,-1.789255085968302694e+01,-7.928927944962085306e+00
1.100000000000000000e+01,-4.817711736371845355e+00,-2.520073055712542498e+01
1.200000000000000000e+01,8.917151245840145179e+00,-3.842986984165150943e+01
1.300000000000000000e+01,2.019766816929946529e+01,-5.237876503285842489e+01
1.400000000000000000e+01,2.988510129569648655e+01,-6.602333744164744189e+01
1.500000000000000000e+01,-2.709861949249315316e+01,-1.417412255961766299e+01
1.600000000000000000e+01,-1.254063535036673649e+01,-3.119607124840639401e+01
1.700000000000000000e+01,-4.705570412165325234e-01,-4.280258105442099748e+01
1.800000000000000000e+01,9.835830707277480656e+00,-5.514223319589679306e+01
1.900000000000000000e+01,2.306084904969396732e+01,-6.858366807023958245e+01
2.000000000000000000e+01,-3.514492911118929896e+01,-1.910184289582922901e+01
2.100000000000000000e+01,-2.020126040019548341e+01,-3.357822845536047396e+01
2.200000000000000000e+01,-5.755877401711516406e+00,-4.524279301540915554e+01
2.300000000000000000e+01,3.230169183356503382e+00,-5.893646923989477671e+01
2.400000000000000000e+01,1.625442758053898729e+01,-6.931021525071184897e+01
2.500000000000000000e+01,-4.342970051763546735e+01,-2.159459261540186858e+01
2.600000000000000000e+01,-2.878017103058807891e+01,-3.592133923599567424e+01
2.700000000000000000e+01,-1.589340926885586747e+01,-5.017200123539837620e+01
2.800000000000000000e+01,-5.485223538786058839e+00,-5.957705950901659975e+01
2.900000000000000000e+01,7.499147191335191920e+00,-7.287328252032806120e+01
3.000000000000000000e+01,-5.255204328247762646e+01,-2.662458048293586899e+01
3.100000000000000000e+01,-3.535094792316900936e+01,-3.989480234383206891e+01
3.200000000000000000e+01,-2.071785165889619051e+01,-5.257289560277541796e+01
3.300000000000000000e+01,-1.147769165496201360e+01,-6.490009150350428513e+01
3.400000000000000000e+01,-1.562619141887287011e+00,-7.605449580687172784e+01
3.500000000000000000e+01,-5.935097916546970964e+01,-3.109491021921886400e+01
3.600000000000000000e+01,-4.355078049664533779e+01,-4.354141323538028274e+01
3.700000000000000000e+01,-2.817823379365141179e+01,-5.556473078550089895e+01
3.800000000000000000e+01,-1.675562848906994162e+01,-6.734532698212746027e+01
3.900000000000000000e+01,-7.214540556349369638e+00,-7.818652680186804105e+01
4.000000000000000000e+01,-6.512660925182574090e+01,-3.377202152309765637e+01
4.100000000000000000e+01,-5.065001250317812520e+01,-4.711167230641380144e+01
4.200000000000000000e+01,-3.669292988892711094e+01,-5.859484790125906528e+01
4.300000000000000000e+01,-2.409792956595991953e+01,-7.081269363045841203e+01
4.400000000000000000e+01,-1.196871465944087021e+01,-8.076595396140700700e+01
4.500000000000000000e+01,-7.280441006779449253e+01,-3.728697067442440272e+01
4.600000000000000000e+01,-5.800297111964088259e+01,-5.025334332717379482e+01
4.700000000000000000e+01,-4.206115175723921595e+01,-6.435184807065408563e+01
4.800000000000000000e+01,-3.132919489183509754e+01,-7.291119574119143465e+01
4.900000000000000000e+01,-2.023281883402503922e+01,-8.090600036570185694e+01
5.000000000000000000e+01,2.640126117606312306e+01,-6.317859254632270272e+00
5.100000000000000000e+01,-2.434926387299182338e+01,1.225041647397707489e+00
5.200000000000000000e+01,1.433494831206291309e+01,5.155197692874439497e+01
5.300000000000000000e+01,-9.157144800745076196e+00,2.442967035684909582e+00
5.400000000000000000e+01,1.990657164010345781e+01,7.354811123423507624e+00
5.500000000000000000e+01,3.121962710691078779e+00,3.618312568961545139e+01
5.600000000000000000e+01,2.190148077154664463e+01,4.134575276410496514e+01
5.700000000000000000e+01,-1.444269192938515367e+01,-2.217095429449593169e+01
5.800000000000000000e+01,-1.531614223238884342e+01,2.245914291544408670e+01
5.900000000000000000e+01,-1.526498802601719795e+01,-4.463381377217790380e+00
