0.000000000000000000e+00,1.488046506850739359e+00,2.173863879598870064e+00
1.000000000000000000e+00,1.054723962670440329e+01,-2.542994880133688795e+01
2.000000000000000000e+00,2.147587583038562897e+01,-4.993641003283267565e+01
3.000000000000000000e+00,3.087086625303827248e+01,-7.430786160130993778e+01
4.000000000000000000e+00,4.195501927881161208e+01,-9.895856149838351712e+01
5.000000000000000000e+00,-1.026388157135289170e+01,-4.538918153631204433e+00
6.000000000000000000e+00,-1.626718560389546653e+00,-3.056729964495927021e+01
7.000000000000000000e+00,1.066906644159351458e+01,-5.395406619320991126e+01
8.000000000000000000e+00,1.972742946215580773e+01,-8.101383594616491735e+01
9.000000000000000000e+00,2.989499134353755849e+01,-1.062204128214430625e+02
1.000000000000000000e+01,-2.399621402378466684e+01,-9.367101219742060891e+00
1.100000000000000000e+01,-1.038864996894497317e+01,-3.404244089592988587e+01
1.200000000000000000e+01,-1.429882993494744348e+00,-5.874282856977160350e+01
1.300000000000000000e+01,9.637061596678734077e+00,-8.453138229213247712e+01
1.400000000000000000e+01,2.067820531372504078e+01,-1.082571020353756666e+02
1.500000000000000000e+01,-3.394900468355979939e+01,-1.401151957964843930e+01
1.600000000000000000e+01,-2.131398888337689357e+01,-3.753237354723406582e+01
1.700000000000000000e+01,-1.266166411007641024e+01,-6.241736021844948823e+01
1.800000000000000000e+01,-2.754565984029313519e+00,-8.875317785456471142e+01
1.900000000000000000e+01,8.046108674031001939e+00,-1.148607856303047896e+02
2.000000000000000000e+01,-4.489696844599910719e+01,-1.758405627071888233e+01
2.100000000000000000e+01,-3.258097744966968889e+01,-4.136794156481855822e+01
2.200000000000000000e+01,-2.324599250917573201e+01,-6.926671970730285466e+01
2.300000000000000000e+01,-1.470506424648132793e+01,-9.365625409732676587e+01
2.400000000000000000e+01,-3.255538779531719662e+00,-1.176037574371634093e+02
2.500000000000000000e+01,-5.486697063701964794e+01,-2.322784346317104820e+01
2.600000000000000000e+01,-4.465956157844033925e+01,-4.715528337512981949e+01
2.700000000000000000e+01,-3.528733942923738454e+01,-7.291493719146598096e+01
2.800000000000000000e+01,-2.461365866553303050e+01,-9.895914614662341080e+01
2.900000000000000000e+01,-1.301539767449378893e+01,-1.245453568869940284e+02
3.000000000000000000e+01,-6.618527654973492247e+01,-2.836131768027408739e+01
3.100000000000000000e+01,-5.671641036035783401e+01,-5.206021168107351116e+01
3.200000000000000000e+01,-4.656860580234238967e+01,-7.694707443249106404e+01
3.300000000000000000e+01,-3.503207639334608814e+01,-1.038863091550981324e+02
3.400000000000000000e+01,-2.622777917787075452e+01,-1.294113081188853869e+02
3.500000000000000000e+01,-7.765159973738603583e+01,-3.273058618331126013e+01
3.600000000000000000e+01,-6.819066948244478965e+01,-5.609419293716983645e+01
3.700000000000000000e+01,-5.818996288822112462e+01,-8.202125786059374946e+01
3.800000000000000000e+01,-4.482622764292099049e+01,-1.076636828363993885e+02
3.900000000000000000e+01,-3.705387876329807995e+01,-1.328037900045139850e+02
4.000000000000000000e+01,-8.904957453737985418e+01,-3.786359884003137921e+01
4.100000000000000000e+01,-7.937361091300486748e+01,-6.100577863576568660e+01
4.200000000000000000e+01,-6.801049678022958744e+01,-8.752741488722681140e+01
4.300000000000000000e+01,-5.834994709426347015e+01,-1.131406079233473179e+02
4.400000000000000000e+01,-4.692937135719864727e+01,-1.387354133819632693e+02
4.500000000000000000e+01,-1.012364447467432313e+02,-4.139556273257588259e+01
4.600000000000000000e+01,-9.050123896360969411e+01,-6.454009493204775083e+01
4.700000000000000000e+01,-7.809979636770846412e+01,-9.127651728932069375e+01
4.800000000000000000e+01,-6.870692252737410399e+01,-1.176797424504801342e+02
4.900000000000000000e+01,-5.647304300665747689e+01,-1.424132920843007355e+02
5.000000000000000000e+01,2.736407464854982052e+01,-2.914362310781318577e+00
5.100000000000000000e+01,-2.642745348191175125e+01,4.438264256995312351e+00
5.200000000000000000e+01,1.957799724287342968e+01,4.729612000409122174e+01
5.300000000000000000e+01,-9.599119025902886904e+00,-1.155840867691942275e+00
5.400000000000000000e+01,2.135076986811001021e+01,1.237142006124250670e+01
5.500000000000000000e+01,7.317709692352983630e+00,3.387322973338417853e+01
5.600000000000000000e+01,2.325760324336294360e+01,2.048344049907649023e+01
5.700000000000000000e+01,-1.534567866886583509e+01,-4.476474934029754493e+00
5.800000000000000000e+01,-1.577500979851129337e+01,1.343680448634509084e+01
5.900000000000000000e+01,-1.150387384552123216e+01,8.766740432475153000e+00
